标题,品牌,城市,价格,新车价格,首付,里程,年份,排放标准
奇瑞 瑞虎8 PLUS鲲鹏e+ 2022款 1.5T DHT 风范e+ 5座,奇瑞,洛阳,9.58,19.14,0.96万,3.96万公里,2022,国6
别克君威 2020款 552T 精英型,别克,洛阳,9.86,21.35,0.99万,4.97万公里,2021,国6
长安UNI-V 智电iDD 2023款 1.5T 113km 智趣型,长安,洛阳,10.28,16.49,1.03万,0.68万公里,2023,国6
本田雅阁 2018款 260TURBO 精英版 国V,本田,洛阳,11.88,21.46,1.19万,6.00万公里,2019,国5
大众迈腾 2020款 330TSI 豪华型,大众,洛阳,12.96,26.34,1.30万,7.29万公里,2020,国6
大众途观L 2019款 380TSI 双离合 四驱 智动豪华版 7座 国VI,大众,洛阳,13.98,31.73,1.40万,6.26万公里,2020,国6
哈弗H9 2020款 2.0T 手自一体 四驱 尊享型 5座,哈弗,洛阳,14.96,28.76,1.50万,4.55万公里,2020,国6
奥迪Q2L 2022款 35 TFSI  RS套件燃速型,奥迪,洛阳,15.38,28.29,1.54万,1.88万公里,2023,国6
奥迪A4L 2020款 40 TFSI 豪华动感型,奥迪,洛阳,18.93,38.53,1.89万,4.82万公里,2020,国6
奔驰C级 2020款 C 260 L 运动版,奔驰,洛阳,20.58,38.85,2.06万,5.75万公里,2020,国6
凯迪拉克XT5 2021款 轻混 2.0T 四驱尊贵型,凯迪拉克,洛阳,21.73,47.25,2.17万,4.26万公里,2021,国6
现代伊兰特 2022款 1.5L CVT尊贵版,现代,洛阳,8.11,14.16,0.81万,1.97万公里,2022,国6
奔驰A级 2020款 A 200 L 运动轿车,奔驰,洛阳,14.36,29.75,1.44万,3.30万公里,2020,国6
奥迪A4L 2019款 40 TFSI 时尚版 国VI,奥迪,洛阳,15.66,37.64,1.57万,6.22万公里,2019,国6
哈弗H6 2018款 运动版 1.5T 双离合 精英版 国V,哈弗,南阳,4.48,12.97,0.45万,7.13万公里,2019,国5
长安CS55 2017款 1.5T 手自一体 炫色版,长安,南阳,4.58,11.85,0.46万,6.34万公里,2018,国5
长安欧尚奔奔E-Star 2020款 心动版 三元锂,长安欧尚,南阳,4.98,8.18,0.50万,1.65万公里,2021,新能源
现代领动 2016款 1.6L 手自一体 智炫·精英版,现代,南阳,5.49,13.72,0.55万,4.95万公里,2019,国5
吉利汽车 吉利博越 2018款 1.8TD 手自一体 两驱 智联型4G互联版,吉利汽车,南阳,5.78,14.83,0.58万,4.02万公里,2019,国5
日产逍客 2017款 2.0L CVT 精英版 国V,日产,南阳,5.88,17.48,0.59万,7.92万公里,2017,国5
Jeep指南者 2017款 200T 悦享版,Jeep,南阳,6.38,19.58,0.64万,6.04万公里,2019,国5
比亚迪海豚 2021款 405km 时尚版,比亚迪,南阳,7.88,13.49,0.79万,2.05万公里,2022,新能源
现代途胜 2019款 280TGDi 双离合 两驱 智联版 国VI,现代,南阳,8.28,20.36,0.83万,5.73万公里,2019,国6
奔驰GLA 2017款 GLA 200 动感版,奔驰,南阳,9.68,30.53,0.97万,6.22万公里,2017,国5
别克昂科威 2020款 20T 双离合 两驱 精英版,别克,南阳,9.98,22.58,1.00万,3.28万公里,2020,国6
马自达CX-5 2021款 2.0L 手自一体 两驱 智慧型,马自达,南阳,10.98,21.47,1.10万,3.61万公里,2022,国6
大众迈腾 2018款   改款 380TSI 双离合 豪华型,大众,南阳,11.98,28.11,1.20万,5.33万公里,2019,国5
大众探岳 2020款 280TSI 双离合 两驱 豪华智联版,大众,南阳,12.08,23.13,1.21万,1.78万公里,2021,国6
比亚迪唐新能源 2021款 DM-i 1.5T 112KM 前驱尊荣型,比亚迪,南阳,14.18,25.54,1.42万,2.14万公里,2022,国6
丰田凯美瑞 2019款 改款 2.5G 豪华版,丰田,南阳,14.36,24.82,1.44万,3.35万公里,2021,国6
凯迪拉克XT5 2020款 改款 28T 两驱 豪华型,凯迪拉克,南阳,18.78,39.18,1.88万,3.94万公里,2020,国6
别克昂科旗 2022款 652T 四驱尊贵型 7座,别克,南阳,20.38,35.31,2.04万,0.95万公里,2022,国6
铃木奥拓 2013款 1.0L 手动 豪华版,铃木,南阳,2.68,6.09,0.27万,3.27万公里,2015,国5
宝骏310 2016款 1.2L 手动 舒适版 国V,宝骏,南阳,2.68,4.87,0.27万,5.11万公里,2018,国5
五菱汽车 五菱宏光MINIEV 2022款 120km 轻松款 三元锂,五菱汽车,南阳,2.98,4.08,0.30万,0.01万公里,2023,新能源
五菱汽车 五菱宏光S 2016款 1.5L 改款S舒适型,五菱汽车,南阳,3.68,6.76,0.37万,3.51万公里,2017,国5
汉腾汽车 汉腾X5 2018款 1.5T CVT豪华版,汉腾汽车,南阳,3.98,10.73,0.40万,4.11万公里,2019,国5
吉利汽车 吉利远景X3 2017款 1.5L 自动 精英版,吉利汽车,南阳,4.38,7.32,0.44万,3.11万公里,2019,国5
启辰D60 2019款 十万荣耀 1.6L 手动 辰尚版 国VI,启辰,南阳,4.38,8.19,0.44万,4.85万公里,2020,国6
三菱劲炫 2016款 1.6L 手动 先锋版 国V,三菱,南阳,4.68,13.72,0.47万,6.41万公里,2017,国5
荣威i5 2019款 1.5L CVT 4G互联朗豪版,荣威,南阳,4.88,10.75,0.49万,2.44万公里,2019,国5
奇瑞 瑞虎3 2018款 经典版 1.6L CVT 精英版,奇瑞,南阳,4.88,8.76,0.49万,4.01万公里,2019,国5
名爵MG6 2019款 20T 手动 星辉版 国Ⅵ,名爵,南阳,4.98,11.18,0.50万,5.08万公里,2020,国6
吉利汽车 吉利博越 2016款 博越 1.8TD 自动智联型,吉利汽车,南阳,5.68,14.61,0.57万,7.49万公里,2018,国5
荣威i5 2021款 改款 1.5L CVT钻石版,荣威,南阳,6.21,9.86,0.62万,4.16万公里,2023,国6
斯柯达柯米克 2018款 1.5L 手自一体 标准版 国V,斯柯达,南阳,6.58,11.52,0.66万,5.55万公里,2019,国5
吉利汽车 吉利帝豪S 2021款 1.4T CVT 豪华版,吉利汽车,南阳,6.88,11.08,0.69万,1.75万公里,2021,国6
日产逍客 2016款 2.0L XV CVT Prem豪华版,日产,南阳,6.98,19.03,0.70万,4.10万公里,2016,国5
丰田卡罗拉 2018款 1.2T CVT GL 智享版 国V,丰田,南阳,6.98,13.83,0.70万,4.62万公里,2019,国5
现代ix35 2019款 2.0L 手自一体 两驱 智勇·畅享版 国VI,现代,南阳,7.81,15.95,0.78万,1.66万公里,2019,国6
哈弗H6 2021款 国潮版 1.5T 两驱冠军版,哈弗,南阳,7.98,12.51,0.80万,0.84万公里,2023,国6
哈弗F7x 2021款 2.0T 双离合 两驱 极智潮玩版,哈弗,南阳,7.98,15.40,0.80万,3.73万公里,2020,国6
领克06 2020款 1.5T 耀Halo,领克,南阳,8.58,15.80,0.86万,4.07万公里,2021,国6
大众宝来 2021款 1.5L 自动舒适智联版,大众,南阳,8.61,15.51,0.86万,1.43万公里,2022,国6
别克威朗 2023款 Pro 1.5T 乐享版,别克,南阳,8.68,15.94,0.87万,0.51万公里,2023,国6
大众速腾 2021款 280TSI 双离合 舒适智联版,大众,南阳,9.98,18.48,1.00万,3.01万公里,2021,国6
大众途观L 2018款 280TSI 双离合 两驱 舒适版,大众,南阳,10.68,25.55,1.07万,6.15万公里,2019,国5
奇瑞 瑞虎8 PRO 2022款 390T 两驱浩瀚版 5座,奇瑞,南阳,10.78,17.27,1.08万,1.62万公里,2022,国6
别克君威 2020款 552T 豪华型,别克,南阳,10.78,22.23,1.08万,2.47万公里,2021,国6
本田型格 2022款 240TURBO CVT科技版,本田,南阳,10.98,16.27,1.10万,1.27万公里,2022,国6
别克昂科威 2020款 20T 双离合 两驱 领先版,别克,南阳,10.98,21.47,1.10万,3.04万公里,2020,国6
福特锐际 2020款 EcoBoost 245 四驱嘉享款,福特,南阳,11.68,23.12,1.17万,4.98万公里,2020,国6
吉利汽车 吉利星越L 2021款 2.0T 双离合两驱尊贵型,吉利汽车,南阳,12.68,17.64,1.27万,0.90万公里,2023,国6
丰田凯美瑞 2021款 2.0G 豪华版,丰田,南阳,13.68,22.57,1.37万,3.74万公里,2021,国6
大众途观L 2021款 330TSI 双离合 两驱 R-Line越享版,大众,南阳,15.18,28.10,1.52万,3.36万公里,2021,国6
广汽传祺 传祺M8 2021款 领秀系列 390T 旗舰版,广汽传祺,南阳,16.88,29.74,1.69万,5.79万公里,2021,国6
宝马X1 2022款 改款 xDrive25Li 尊享型,宝马,南阳,21.88,38.53,2.19万,1.53万公里,2023,国6
大众途岳 2019款 330TSI 双离合 四驱 豪华版 国VI,大众,长春,10.56,23.57,1.06万,4.81万公里,2019,国6
哈弗H2 2018款 创享版 1.5T 双离合 风尚版 国V,哈弗,长春,4.5,10.41,0.45万,8.26万公里,2019,国5
别克凯越 2020款 15N CVT 精英型,别克,长春,4.56,10.86,0.46万,4.00万公里,2021,国6
哈弗H6 Coupe 2018款 蓝标 1.5GDIT 双离合 两驱 超豪版,哈弗,长春,4.88,14.29,0.49万,5.04万公里,2018,国5
吉利汽车 吉利帝豪 2023款 冠军款 1.5L CVT豪华型,吉利汽车,长春,6.37,9.20,0.64万,0.76万公里,2023,国6
奔腾B70 2021款 1.5T 双离合 悦享型,奔腾,长春,6.4,12.96,0.64万,4.01万公里,2020,国6
马自达3 昂克赛拉 2017款 三厢 1.5L 手自一体 豪华版 国V,马自达,长春,6.48,15.94,0.65万,2.75万公里,2019,国5
奔腾B70 2022款 第三代 1.5T 双离合尊享型,奔腾,长春,6.97,13.95,0.70万,3.44万公里,2022,国6
捷达VS7 2020款 280TSI 手自一体 悦享型,捷达,长春,6.98,14.49,0.70万,3.66万公里,2020,国6
福特翼虎 2017款 EcoBoost 245 四驱 尊翼版,福特,长春,6.98,28.10,0.70万,5.89万公里,2017,国5
魏牌VV5 2021款 1.5T 双离合 智先锋,魏牌,长春,7.08,15.93,0.71万,2.63万公里,2021,国6
奔腾T99 2020款 20TD 手自一体 运动尊享型,奔腾,长春,7.97,18.93,0.80万,2.68万公里,2021,国6
大众探歌 2019款 280TSI 双离合 两驱 进取型 国VI,大众,长春,8.48,18.25,0.85万,2.61万公里,2020,国6
领克06 2020款 1.5T 耀Halo,领克,长春,8.5,15.80,0.85万,3.69万公里,2021,国6
大众途铠 2021款 1.5L 手自一体 舒适版,大众,长春,8.78,15.94,0.88万,1.44万公里,2021,国6
大众凌渡 2019款 230TSI 双离合 风尚版 国VI,大众,长春,8.78,17.71,0.88万,5.65万公里,2020,国6
奔腾B70 2023款 第三代 70周年纪念版 1.5T 双离合乐享型,奔腾,长春,8.87,12.40,0.89万,百公里内,2024,国6
红旗H7 2019款 1.8T 舒适版,红旗,长春,8.88,28.43,0.89万,1.11万公里,2020,国6
大众速腾 2021款 200TSI 双离合 舒适智联版,大众,长春,8.97,17.16,0.90万,4.14万公里,2021,国6
宝马X1 2018款 sDrive18Li 1.5T 手自一体 时尚版,宝马,长春,8.98,31.85,0.90万,6.61万公里,2017,国5
Jeep自由光 2019款 2.0T 四驱 探享版 国V,Jeep,长春,9.67,28.10,0.97万,6.39万公里,2019,国5
长安UNI-T 2022款 运动版 2.0T 自动领航型,长安,长春,9.86,17.05,0.99万,0.85万公里,2022,国6
福特锐界 2018款 EcoBoost 245 两驱 精锐版 5座 国V,福特,长春,9.87,25.89,0.99万,6.67万公里,2018,国5
奥迪A3 2020款 Sportback 35 TFSI 时尚型,奥迪,长春,10.36,24.10,1.04万,6.21万公里,2020,国6
雪佛兰探界者 2022款 535T 两驱驰界版,雪佛兰,长春,10.56,20.92,1.06万,2.14万公里,2022,国6
林肯大陆 2019款 2.0T 两驱 尊享版 国Ⅵ,林肯,长春,15.56,42.62,1.56万,2.20万公里,2019,国6
丰田汉兰达 2018款 2.0T 手自一体 两驱 精英版 5座 国V,丰田,长春,16.46,26.99,1.65万,5.45万公里,2019,国5
红旗H9 2020款 2.0T 智联旗享版,红旗,长春,19.98,36.98,2.00万,4.30万公里,2020,国6
宝马5系 2022款 改款 525Li 豪华套装,宝马,长春,27.5,48.49,2.75万,5.25万公里,2022,国6
吉利汽车 吉利帝豪 2022款 第4代 1.5L CVT尊贵型,吉利汽车,长春,5.76,9.75,0.58万,1.05万公里,2022,国6
红旗H5经典 2022款 经典款 改款 1.8T 自动智联旗韵版,红旗,长春,8.58,18.48,0.86万,4.47万公里,2021,国6
红旗HS5 2019款 2.0T 手自一体 四驱 智联旗享版,红旗,长春,10.48,24.12,1.05万,4.40万公里,2020,国6
奥迪Q2L 2021款 35 TFSI 进取动感型,奥迪,长春,10.96,24.67,1.10万,3.16万公里,2020,国6
奔腾X80 2018款 Live版 2.0L 手自一体 舒适版,奔腾,长春,4.68,14.83,0.47万,7.90万公里,2018,国5
本田享域 2019款 180TURBO CVT 畅享版 国VI,本田,长春,5.48,12.88,0.55万,3.02万公里,2021,国6
大众蔚领 2020款 1.5L 手自一体 时尚型,大众,长春,5.75,14.39,0.58万,2.39万公里,2020,国6
三菱劲炫 2018款 2.0L CVT 智橙版 国V,三菱,长春,6.18,17.71,0.62万,3.60万公里,2019,国5
日产逍客 2017款 2.0L CVT 智享版 国V,日产,长春,6.88,17.93,0.69万,7.09万公里,2018,国5
本田CR-V 2015款 2.0L 四驱 风尚版,本田,长春,8.18,23.68,0.82万,7.62万公里,2015,国5
哈弗大狗 2021款 1.5T 两驱边牧-旺财版,哈弗,长春,9.38,15.28,0.94万,4.79万公里,2021,国6
哈弗大狗 2022款 1.5T 两驱马犬追猎版,哈弗,长春,11.28,16.94,1.13万,0.54万公里,2023,国6
零跑汽车 零跑C01 2023款 增程版 1.5L 316km 智享版,零跑汽车,长春,12.76,19.25,1.28万,0.69万公里,2023,国6
宝马X1 2021款 sDrive25Li 领先型,宝马,长春,16.58,34.77,1.66万,3.92万公里,2021,国6
奔驰GLB 2022款 改款二 GLB 200 动感型,奔驰,长春,20.58,33.19,2.06万,2.52万公里,2022,国6
奥迪A6L 2021款 40 TFSI 豪华动感型,奥迪,长春,28.38,46.93,2.84万,5.90万公里,2021,国6
一汽森雅R7 2017款 1.6L 手动 智能版,一汽,长春,2.58,9.31,0.26万,8.87万公里,2017,国5
奔腾X80 2015款 2.0L 自动 舒适型,奔腾,长春,2.88,15.27,0.29万,6.59万公里,2015,国5
大众宝来 2013款 1.6L 手动 舒适型,大众,长春,2.9,13.33,0.29万,11.25万公里,2013,国4
一汽森雅R7 2017款 1.6L 手自一体 智能版,一汽,长春,3.48,10.30,0.35万,4.87万公里,2017,国5
奔腾X40 2019款 1.6L 手自一体 豪华型 国V,奔腾,长春,4.33,9.85,0.43万,2.78万公里,2018,国5
宝骏KiWi EV 2022款 305km 设计师轻享版 三元锂,宝骏,长春,4.47,9.17,0.45万,2.70万公里,2022,新能源
奔腾X40 2019款 1.6L 手自一体 豪华型 国VI,奔腾,长春,4.48,9.96,0.45万,1.73万公里,2019,国6
荣威i5 2019款 1.5L CVT 4G互联领豪旗舰版,荣威,长春,4.63,10.75,0.46万,5.30万公里,2020,国6
吉利汽车 吉利帝豪 2019款 领军版 1.5L CVT 豪华型 国VI,吉利汽车,长春,4.86,9.96,0.49万,5.43万公里,2020,国6
福特翼搏 2018款 1.5L 自动 精翼版,福特,长春,4.97,10.40,0.50万,5.31万公里,2019,国5
大众桑塔纳 2019款 1.5L 自动 风尚版 国VI,大众,长春,5.03,11.30,0.50万,4.56万公里,2020,国6
长安逸动 2021款 PLUS 1.6L GDI CVT 精英型,长安,长春,5.08,9.86,0.51万,3.02万公里,2021,国6
大众高尔夫 2017款 1.6L 手自一体 舒适百万辆纪念版,大众,长春,5.58,16.49,0.56万,6.13万公里,2017,国5
奔腾B70 2021款 1.5T 双离合 尊享型,奔腾,长春,5.77,13.73,0.58万,7.42万公里,2020,国6
丰田YARiS L 致炫 2021款 1.5L CVT 领先版,丰田,长春,5.85,9.96,0.59万,2.20万公里,2021,国6
长安欧尚X7 2021款 1.5T 双离合 豪华型,长安欧尚,长春,6.28,11.41,0.63万,4.86万公里,2021,国6
Jeep自由光 2016款 2.4L 领先版,Jeep,长春,6.36,25.93,0.64万,6.97万公里,2017,国5
魏牌VV5 2017款 WEY VV5　2.0T旗舰型,魏牌,长春,6.38,18.50,0.64万,3.84万公里,2018,国5
丰田雷凌 2017款 改款 185T CVT精英版 国V,丰田,长春,6.58,14.27,0.66万,3.05万公里,2018,国5
大众宝来 2020款 1.5L 手自一体 时尚型,大众,长春,6.73,13.96,0.67万,2.66万公里,2020,国6
长安欧尚X7 2020款 1.5T 双离合 尊享型,长安欧尚,长春,6.86,12.63,0.69万,5.55万公里,2020,国6
大众速腾 2018款 1.6L 手自一体 舒适版,大众,长春,6.96,16.82,0.70万,3.95万公里,2018,国5
广汽传祺 传祺GS4 2021款 270T 手自一体 精英科技版,广汽传祺,长春,6.97,13.72,0.70万,2.99万公里,2020,国6
本田思域 2019款 180TURBO CVT 尚擎版 国V,本田,长春,7.29,15.27,0.73万,4.12万公里,2020,国5
哈弗H6 2021款 国潮版 1.5T 两驱都市版,哈弗,长春,7.36,11.41,0.74万,1.60万公里,2022,国6
北京汽车 北京X7 2020款 1.5TD 双离合 致潮版,北京汽车,长春,7.43,15.39,0.74万,3.09万公里,2021,国6
长安CS75 2022款 蓝鲸版 1.5T 双离合尊贵型,长安,长春,7.58,13.73,0.76万,1.29万公里,2022,国6
丰田奕泽 2018款 2.0L CVT 奕驰版 国V,丰田,长春,7.73,17.60,0.77万,4.84万公里,2019,国5
大众途观 2016款 280TSI 双离合 两驱 丝绸之路风尚版,大众,长春,8.06,22.01,0.81万,5.02万公里,2018,国5
本田思域 2016款 220TURBO CVT 豪华版,本田,长春,8.11,15.94,0.81万,4.69万公里,2019,国5
领克01 2017款 2.0T 两驱型Pro版,领克,长春,8.18,19.92,0.82万,5.27万公里,2018,国5
吉利汽车 吉利豪越 2020款 1.8TD 双离合 豪华型,吉利汽车,长春,8.27,13.70,0.83万,3.11万公里,2021,国6
长安CS75PLUS 2021款 2.0T 手自一体 领航型,长安,长春,8.28,15.95,0.83万,4.21万公里,2021,国6
奔腾B70 2023款 第三代 70周年纪念版 1.5T 双离合乐享型,奔腾,长春,8.58,12.40,0.86万,百公里内,2024,国6
荣威RX5 MAX 2022款 1.5T 有为尊贵版,荣威,长春,8.68,15.82,0.87万,3.19万公里,2022,国6
大众探歌 2018款 280TSI 双离合 两驱 豪华型 国V,大众,长春,8.68,21.02,0.87万,4.91万公里,2019,国5
奔腾B70 2024款 龙腾版 1.5T 双离合领创型,奔腾,长春,8.78,13.29,0.88万,百公里内,2024,国6
领克06 PHEV 2022款 1.5T 84km Pro,领克,长春,8.83,19.03,0.88万,3.32万公里,2022,国6
大众朗逸 2021款 280TSI 双离合 舒适版,大众,长春,8.87,16.72,0.89万,3.71万公里,2022,国6
本田缤智 2020款 1.5L CVT 先锋版,本田,长春,8.88,15.82,0.89万,2.12万公里,2022,国6
吉利汽车 吉利星瑞 2021款 改款 2.0TD 尊贵型(无透镜),吉利汽车,长春,8.98,15.82,0.90万,5.86万公里,2021,国6
吉利汽车 吉利博越 2023款 博越COOL 1.5T 智慧型,吉利汽车,长春,9.18,13.28,0.92万,0.41万公里,2023,国6
大众速腾 2021款 280TSI 双离合 超越版,大众,长春,9.94,17.71,0.99万,2.89万公里,2022,国6
别克昂科威 2019款 28T 手自一体 四驱 精英版 国V,别克,长春,10.06,29.77,1.01万,2.03万公里,2019,国5
宝马1系 2021款 120i M运动曜夜版,宝马,长春,11.18,25.55,1.12万,2.73万公里,2020,国6
本田雅阁 2018款 260TURBO 精英版 国V,本田,长春,11.48,21.46,1.15万,7.91万公里,2019,国5
捷达VS7 2023款 280TSI 自动荣耀版,捷达,长春,11.68,15.50,1.17万,百公里内,2024,国6
大众速腾 2023款 300TSI 双离合超越版,大众,长春,12.58,18.04,1.26万,0.43万公里,2023,国6
红旗HS5 2022款 2.0T 手自一体 四驱 智联旗享版,红旗,长春,12.78,24.12,1.28万,1.80万公里,2021,国6
Jeep大指挥官 2018款 2.0T 四驱 臻享版 国V,Jeep,长春,12.88,34.75,1.29万,5.17万公里,2018,国5
奥迪Q2L 2021款 35 TFSI 时尚致雅型,奥迪,长春,12.98,26.63,1.30万,4.47万公里,2021,国6
北京BJ40 2023款 城市猎人版 2.0T 自动四驱侠客版 汽油,北京,长春,14.55,20.36,1.46万,1.50万公里,2023,国6
北京BJ40 2023款 城市猎人版 2.0T 自动四驱侠客版 汽油,北京,长春,14.96,20.36,1.50万,0.74万公里,2023,国6
大众探岳X 2020款 330TSI 两驱 尊贵智联版,大众,长春,15.57,26.55,1.56万,2.48万公里,2022,国6
宝马X1 2021款 sDrive25Li 领先型,宝马,长春,15.86,34.77,1.59万,7.04万公里,2020,国6
奔驰GLB 2020款 GLB 180 动感型,奔驰,长春,17.57,32.85,1.76万,3.50万公里,2020,国6
本田奥德赛 2018款 2.4L CVT 智享版,本田,长春,17.97,30.01,1.80万,4.88万公里,2020,国5
宝马5系 2020款 525Li M运动套装,宝马,长春,27.58,47.71,2.76万,6.13万公里,2020,国6
沃尔沃XC90 2022款 B5 智行豪华版 5座,沃尔沃,长春,37.98,71.17,3.80万,2.42万公里,2022,国6
现代伊兰特 2022款 1.5L CVT精英版,现代,长春,7.36,12.95,0.74万,0.94万公里,2023,国6
MINI COUNTRYMAN 2011款 1.6L ONE,MINI,银川,5.98,29.11,0.60万,6.08万公里,2013,国5
丰田雷凌 2017款 改款 185T CVT精英版 国V,丰田,银川,6.58,14.27,0.66万,6.09万公里,2019,国5
吉利汽车 吉利帝豪S 2021款 1.4T CVT 旗舰版,吉利汽车,银川,7.18,12.51,0.72万,2.53万公里,2021,国6
吉利汽车 吉利帝豪L HiP 2022款 1.5TD-DHT Pro 100km Super睿,吉利汽车,银川,8.08,16.59,0.81万,2.06万公里,2022,国6
吉利汽车 吉利嘉际 2022款 1.8T 白金豪华型,吉利汽车,银川,8.18,14.83,0.82万,2.18万公里,2022,国6
广汽传祺 传祺M6 2021款 Pro 270T 双离合豪华版 7座,广汽传祺,银川,9.89,14.83,0.99万,4.60万公里,2021,国6
丰田亚洲狮 2021款 2.0L 豪华版,丰田,银川,10.03,17.15,1.00万,2.30万公里,2022,国6
别克昂科威 2018款 28T 手自一体 四驱 精英版 国V,别克,银川,10.88,30.32,1.09万,5.50万公里,2019,国5
零跑汽车 零跑C01 2023款 增程版 1.5L 316km 智享版,零跑汽车,银川,12.56,19.25,1.26万,0.69万公里,2023,国6
东南DX3 2016款 1.5L 手动 尊贵版,东南,银川,3.08,9.09,0.31万,4.44万公里,2017,国5
哈弗H6 2017款 红标 运动版 1.5T 手动 两驱 精英版 汽油,哈弗,银川,3.78,12.39,0.38万,7.91万公里,2017,国5
起亚K3 2016款 1.6L 手动 GL,起亚,银川,4.08,11.18,0.41万,4.51万公里,2017,国5
哈弗H4 2018款 红标 1.5T 双离合 风尚版,哈弗,银川,5.08,13.30,0.51万,7.85万公里,2018,国5
现代悦动 2018款 1.6L 手自一体 悦目版 国VI,现代,银川,5.28,9.86,0.53万,5.48万公里,2019,国6
大众宝来 2016款 1.6L 手自一体时尚型,大众,银川,5.38,13.72,0.54万,5.80万公里,2017,国5
大众Polo 2018款 1.5L 自动 安享版,大众,银川,5.91,11.74,0.59万,7.80万公里,2019,国5
日产轩逸 2021款 经典 1.6XE CVT 舒适版,日产,银川,6.13,12.48,0.61万,4.58万公里,2021,国6
丰田YARiS L 致享 2020款 1.5L CVT 领先版,丰田,银川,6.16,10.18,0.62万,1.78万公里,2020,国6
吉利汽车 吉利缤越 2020款 PRO 240T 双离合 猎手,吉利汽车,银川,6.22,10.62,0.62万,3.58万公里,2020,国6
现代领动 2018款 1.6L 手自一体 15周年纪念版,现代,银川,6.41,13.72,0.64万,5.45万公里,2019,国5
