标题,品牌,城市,价格,新车价格,首付,里程,年份,排放标准
魏牌 VV7 2019款 升级款 2.0T 豪华型 国VI,魏牌,成都,7.80万,16.98万,0.0, 3.01万公里,2019,N/A
凯迪拉克ATS-L 2017款 28T 时尚型,凯迪拉克,东莞,9.88万,29.38万,0.0, 8万公里,2017,N/A
Panamera 2014款 Panamera 3.0T,保时捷,济南,33.98万,114.50万,0.0, 9万公里,2014,N/A
宝骏530 2018款 1.8L 自动豪华型 国V,宝骏,东莞,4.58万,9.88万,0.0, 5.40万公里,2018,N/A
捷豹E-PACE 2018款 P250 SE,捷豹,海口,13.98万,36.78万,0.0, 4万公里,2018,N/A
帝豪 2017款 三厢百万款 1.5L 手动时尚型,吉利汽车,深圳,2.08万,6.98万,0.0, 8万公里,2017,N/A
捷豹E-PACE 2018款 P250 SE,捷豹,海口,13.98万,36.78万,0.0, 4万公里,2018,N/A
帝豪 2017款 三厢百万款 1.5L 手动时尚型,吉利汽车,深圳,2.08万,6.98万,0.0, 8万公里,2017,N/A
轩逸 2016款 经典 1.6XE 自动舒适版,日产,上海,3.29万,10.98万,0.0, 4.60万公里,2016,N/A
君威 2017款 20T 精英型,别克,福州,7.08万,18.58万,0.0, 6.70万公里,2017,N/A
宝马X1 2020款 sDrive25Li 领先型,宝马,成都,15.68万,30.98万,0.0, 2.80万公里,2020,N/A
魏牌 VV5 2017款 2.0T 旗舰型,魏牌,重庆,5.58万,16.30万,0.0, 7.80万公里,2017,N/A
奔驰EQC 2019款 400 4MATIC,奔驰,杭州,17.50万,57.98万,0.0, 2.90万公里,2019,N/A
明锐 2015款 1.6L 自动逸杰版,斯柯达,上海,3.68万,14.19万,0.0, 10万公里,2015,N/A
途锐 2014款 3.0TSI 新锐版,大众,深圳,14.58万,66.80万,0.0, 11万公里,2014,N/A
宝马5系 2014款 528Li xDrive领先型,宝马,东莞,14.98万,57.66万,0.0, 10万公里,2014,N/A
宝马5系 2013款 525Li 领先型,宝马,佛山,11.98万,45.96万,0.0, 18.80万公里,2013,N/A
轩逸 2012款 经典 1.6XE 自动舒适版,日产,佛山,3.30万,10.98万,0.0, 7万公里,2012,N/A
君越 2016款 20T 豪华型,别克,河源,7.88万,25.98万,0.0, 11.20万公里,2016,N/A
天籁 2014款 2.5L XL Upper科技版,日产,深圳,6.38万,20.98万,0.0, 8.60万公里,2014,N/A
奇骏 2014款 2.5L CVT豪华版 4WD,日产,深圳,6.26万,23.88万,0.0, 13万公里,2014,N/A
本田XR-V 2015款 1.5L LXi CVT经典版,本田,上海,4.20万,13.78万,0.0, 12.50万公里,2015,N/A
奔驰GLK级 2015款 GLK 260 4MATIC 时尚型 极致版,奔驰,昆明,12.98万,42.80万,0.0, 10.90万公里,2015,N/A
凯迪拉克ATS-L 2016款 25T 舒适型,凯迪拉克,苏州,7.58万,28.88万,0.0, 12万公里,2016,N/A
奔驰E级 2015款 改款 E 260 L 运动型,奔驰,西安,14.18万,46.80万,0.0, 9.60万公里,2015,N/A
领动 2020款 1.4T 双离合炫动·活力型,现代,温州,6.88万,12.48万,0.0, 3.80万公里,2020,N/A
荣威RX5 2020款 PLUS 300TGI 自动Ali国潮旗舰版,荣威,苏州,6.18万,13.08万,0.0, 3.10万公里,2020,N/A
标致408 2016款 1.6T 自动豪华版,标致,石家庄,4.98万,16.17万,0.0, 10万公里,2016,N/A
皇冠 2005款 3.0L Royal Saloon,丰田,北京,7.50万,41.10万,0.0, 15万公里,2005,N/A
逸达 2023款 1.5T GDI 自动领航型,长安,东莞,8.58万,9.69万,0.0, 0.50万公里,2023,N/A
宝马iX3 2022款 领先型,宝马,武汉,23.80万,39.99万,0.0, 1.50万公里,2022,N/A
Levante 2016款 3.0T Levante,玛莎拉蒂,东莞,38.30万,98.58万,0.0, 10万公里,2016,N/A
捷豹XFL 2022款 2.0T P200 两驱精英豪华版,捷豹,深圳,23.80万,39.98万,0.0, 2.30万公里,2022,N/A
捷豹F-TYPE 2022款 P300 硬顶版 R-DYNAMIC BLACK,捷豹,杭州,43.89万,64.68万,0.0, 1万公里,2022,N/A
哈弗F7 2019款 1.5T 两驱i潮 国V,哈弗,东莞,6.38万,13.50万,0.0, 6万公里,2019,N/A
轩逸 2018款 经典 1.6XE+ CVT领先版,日产,东莞,4.38万,11.28万,0.0, 8万公里,2018,N/A
奔驰E级 2015款 E 260 L 运动型,奔驰,广州,12.58万,46.80万,0.0, 13万公里,2015,N/A
奥迪A6L 2017款 45 TFSI quattro 运动型,奥迪,南京,20.80万,53.05万,0.0, 7万公里,2017,N/A
奔驰E级 2015款 E 260 L 运动型,奔驰,北京,14.50万,46.80万,0.0, 12万公里,2015,N/A
沃尔沃S60 2021款 T4 智逸豪华版,沃尔沃,郑州,16.89万,30.29万,0.0, 1.79万公里,2021,N/A
保时捷718 2020款 Boxster 2.0T,保时捷,成都,47.80万,56.50万,0.0, 5.30万公里,2020,N/A
红旗HS7 2022款 3.0T 自动四驱智联旗领版,红旗,合肥,21.80万,45.98万,0.0, 1.20万公里,2022,N/A
传祺M8 2021款 领秀系列 390T 尊享版,广汽传祺,广州,16.30万,19.28万,0.0, 4.40万公里,2021,N/A
奥迪A6L 2012款 TFSI 标准型,奥迪,深圳,9.30万,40.98万,0.0, 13.20万公里,2012,N/A
沃兰多 2018款 Redline 530T 自动纵享版(5+2款) 国V,雪佛兰,重庆,5.88万,14.99万,0.0, 7万公里,2018,N/A
威霆 2010款 2.5L 精英版,奔驰,重庆,6.18万,32.60万,0.0, 22.23万公里,2010,N/A
五菱宏光MINIEV 2021款 马卡龙臻享款 三元锂,五菱汽车,,.,.,0.0, .,2021,N/A
凌派 2019款 180Turbo CVT领先版 国VI,本田,莞,.,.,0.0, ,2019,N/A
别克GL8 2014款 3.0L GT豪华商务豪雅版,别克,济南,.,.,0.0, .,2014,N/A
宝马X5(进口) 2014款 xDrive35i 领先型,宝马,北京,.,.,0.0, .,2014,N/A
宝马3系 2018款 320Li 时尚型,宝马,沙,.,.,0.0, .,2018,N/A
探岳GTE 2023款 280TSI  豪华Plus进阶版 ,大众,南京,.,.,0.0, .,2023,N/A
雅力士 2011款 1.6E 自动魅动版,丰田,深圳,.,.,0.0, ,2011,N/A
博越 2018款 1.8TD 自动两驱智雅型,吉利汽车,,.,.,0.0, ,2018,N/A
威尔法 2020款 双擎 2.5L HV尊贵版,丰田,深圳,.,.,0.0, ,2020,N/A
逸动XT 2015款 1.6L 自动俊酷型 国IV,长安,,.,.,0.0, .,2015,N/A
宝马M3 2011款 M3双门碳纤顶版,宝马,庆,.,.,0.0, ,2011,N/A
魏牌 VV7 2020款 2.0T 旗舰型,魏牌,沙,.,.,0.0, .,2020,N/A
福睿斯 2015款 1.5L 自动舒适型,福特,莞,.,.,0.0, ,2015,N/A
雷克萨斯RX经典 2013款 270 Mark Levinson限量版,雷克萨斯,深圳,.,.,0.0, ,2013,N/A
哈弗赤兔 2021款 激擎版 1.5T 铂金兔,哈弗,泉州,.,.,0.0, .,2021,N/A
蒙迪欧-致胜 2012款 2.0L GTDi240旗舰运动版,福特,苏州,.,.,0.0, ,2012,N/A
奥迪Q5 2015款 40 TFSI 技术型,奥迪,州,.,.,0.0, ,2015,N/A
Panamera 2014款 Panamera 3.0T,保时捷,深圳,.,.,0.0, ,2014,N/A
奥迪A6L 2015款 TFSI 百万纪念智领型,奥迪,深圳,.,.,0.0, .,2015,N/A
帝豪 2022款 第4代 1.5L CVT尊贵型,吉利汽车,沙,.,.,0.0, .,2022,N/A
帝豪 2022款 第4代 1.5L CVT尊贵型,吉利汽车,长沙,4.75万,8.39万,0.0, 3.10万公里,2022,N/A
奔驰A级 2019款 A 200 L 运动轿车,奔驰,东莞,13.88万,26.48万,0.0, 3.40万公里,2019,N/A
领克03 2018款 1.5TD DCT劲Pro版,领克,成都,7.18万,14.88万,0.0, 4.80万公里,2018,N/A
英菲尼迪Q50L 2015款 2.0T 悦享版,英菲尼迪,重庆,9.85万,30.98万,0.0, 11万公里,2015,N/A
奔驰C级 2023款 C 260 L,奔驰,东莞,31.60万,35.35万,0.0, 0.81万公里,2023,N/A
奥迪A6L 2012款 30 FSI 舒适型,奥迪,北京,14.99万,47.26万,0.0, 11.98万公里,2012,N/A
朗逸 2015款 1.6L 自动风尚版,大众,泉州,4.38万,12.19万,0.0, 9.40万公里,2015,N/A
讴歌RDX(进口) 2013款 3.5L 四驱豪华版,讴歌,常德,9.18万,59.80万,0.0, 18.88万公里,2013,N/A
帝豪 2020款 1.5L CVT舒适型,吉利汽车,苏州,3.88万,7.98万,0.0, 4.30万公里,2020,N/A
迈腾 2012款 1.8TSI 豪华型,大众,重庆,4.58万,23.28万,0.0, 12万公里,2012,N/A
MG6 2017款 20T 自动精英智联版,名爵,成都,4.80万,10.78万,0.0, 6.35万公里,2017,N/A
奔驰GLC轿跑 2020款 GLC 260 4MATIC 轿跑SUV,奔驰,杭州,29.90万,45.88万,0.0, 4.50万公里,2020,N/A
ID.6 CROZZ 2022款 长续航PRO版,大众,济南,16.80万,29.39万,0.0, 2.70万公里,2022,N/A
蒙迪欧 2013款 1.5L GTDi180舒适型,福特,承德,5.80万,17.98万,0.0, 13万公里,2013,N/A
速腾 2014款 改款 1.6L 自动领先型,大众,广州,4.68万,14.48万,0.0, 15.30万公里,2014,N/A
传祺GS4 2017款 235T 自动两驱精英版,广汽传祺,东莞,4.88万,13.38万,0.0, 7万公里,2017,N/A
卡罗拉 2007款 1.6L 自动GL,丰田,东莞,2.78万,13.98万,0.0, 12.66万公里,2007,N/A
途岳 2019款 280TSI 两驱舒适版 国VI,大众,成都,8.98万,18.28万,0.0, 7.10万公里,2019,N/A
帝豪GS 2016款 优雅版 1.8L 自动领尚型,吉利汽车,嘉兴,4.18万,9.28万,0.0, 4.70万公里,2016,N/A
蒙迪欧-致胜 2011款 2.0L GTDi200豪华型,福特,苏州,1.70万,21.78万,0.0, 8.70万公里,2011,N/A
MINI COUNTRYMAN 2014款 1.6L ONE,MINI,广州,.,.,0.0, ,2014,N/A
讴歌CDX 2016款 1.5T 两驱悦享版,讴歌,佛,.,.,0.0, ,2016,N/A
奇骏 2014款 2.5L CVT豪华版 4WD,日产,石庄,.,.,0.0, .,2014,N/A
速腾 2020款 280TSI DSG舒适型 国VI,大众,青岛,.,.,0.0, .,2020,N/A
MINI 2013款 1.6L ONE 限量第三款,MINI,北京,.,.,0.0, ,2013,N/A
MINI 2022款 1.5T COOPER 经典派,MINI,北京,.,.,0.0, ,2022,N/A
酷威 2014款 2.4L 两驱旅行版,道奇,苏州,.,.,0.0, ,2014,N/A
宝马3系 2019款 320Li 时尚型,宝马,温州,.,.,0.0, .,2019,N/A
哈弗F7 2021款 2.0T 两驱i动,哈弗,温州,.,.,0.0, .,2021,N/A
奔驰E级 2021款 E 300 L 时尚型 轿车,奔驰,广州,.,.,0.0, .,2021,N/A
哈弗F7 2021款 2.0T 两驱i动,哈弗,温州,.,.,0.0, .,2021,N/A
奥迪S3 2015款 S3 2.0T Limousine,奥迪,北京,.,.,0.0, .,2015,N/A
轩逸 2019款 1.6XV CVT智联尊享版 国VI,日产,莞,.,.,0.0, .,2019,N/A
标致5008 2017款 380THP 7座豪华GT版,标致,北京,.,.,0.0, ,2017,N/A
长安CS35 2012款 1.6L 手动舒适型 国V,长安,庆,.,.,0.0, .,2012,N/A
奔驰R级 2017款 R 320 4MATIC 商务型臻藏版,奔驰,深圳,.,.,0.0, .,2017,N/A
宝马5系 2022款 二次改款 530Li xDrive M运动套装,宝马,石庄,.,.,0.0, ,2022,N/A
福克斯 2017款 两厢 1.6L 自动舒适型智行版,福特,南昌,.,.,0.0, ,2017,N/A
宝马3系 2020款 320Li M运动套装,宝马,惠州,.,.,0.0, .,2020,N/A
赛欧 2015款 赛欧3 1.3L AMT理想版,雪佛兰,汕,.,.,0.0, ,2015,N/A
马自达CX-5 2014款 2.0L 自动两驱都市型,马自达,青岛,.,.,0.0, .,2014,N/A
奥迪Q5 2016款 40 TFSI 特别版,奥迪,,.,.,0.0, ,2016,N/A
奔驰C级 2017款 改款 C 180 L 时尚型运动版,奔驰,昆,.,.,0.0, .,2017,N/A
逸动 2020款 PLUS 蓝鲸NE 1.4T GDI 自动尊贵型,长安,沙,.,.,0.0, .,2020,N/A
宝马5系 2014款 520Li 典雅型,宝马,石庄,.,.,0.0, ,2014,N/A
哈弗H6 2018款 蓝标 运动版 1.5T 自动两驱精英型,哈弗,贵阳,.,.,0.0, .,2018,N/A
ID.4 X 2021款 1st Edition ID.初见版,大众,深圳,.,.,0.0, .,2021,N/A
马自达3 昂克赛拉 2017款 两厢 2.0L 自动运动型 国V,马自达,,.,.,0.0, .,2017,N/A
昂科威 2018款 20T 两驱精英型,别克,莞,.,.,0.0, ,2018,N/A
奔驰GLC 2020款 改款 GLC 260 L 4MATIC 豪华型,奔驰,,.,.,0.0, .,2020,N/A
奔驰EQC 2020款 350 4MATIC,奔驰,,.,.,0.0, .,2020,N/A
奔驰E级 2015款 E 200 L 运动型,奔驰,庆,.,.,0.0, .,2015,N/A
天籁 2018款 2.0L XL 智进版,日产,,.,.,0.0, .,2018,N/A
奥迪A4L 2019款 40 TFSI 时尚型 国VI,奥迪,,.,.,0.0, .,2019,N/A
ID.4 CROZZ 2021款 长续航PRO两驱版,大众,郑州,.,.,0.0, .,2021,N/A
宝马X1 2018款 sDrive18Li 尊享型,宝马,昆,.,.,0.0, .,2018,N/A
奕炫MAX 2022款 1.5T 超帅潮爸版,东风风神,,.,.,0.0, .,2022,N/A
宝马5系 2014款 525Li 领先型,宝马,州,.,.,0.0, .,2014,N/A
哈弗H6 2018款 蓝标 运动版 1.5T 手动两驱精英型,哈弗,济南,.,.,0.0, .,2018,N/A
秦EV 2021款 出行版,比亚迪,深圳,.,.,0.0, .,2021,N/A
秦EV 2021款 出行版,比亚迪,深圳,6.98万,16.58万,0.0, 7.70万公里,2021,N/A
宝马3系 2018款 320Li 时尚型,宝马,东莞,14.98万,32.38万,0.0, 8万公里,2018,N/A
宝马iX3 2022款 改款 创领型,宝马,深圳,25.88万,43.99万,0.0, 1.60万公里,2022,N/A
博瑞 2021款 1.8T 领航版,吉利汽车,苏州,6.66万,13.18万,0.0, 3.20万公里,2021,N/A
宋PLUS 2020款 1.5T 自动豪华型,比亚迪,苏州,6.84万,11.58万,0.0, 3.20万公里,2020,N/A
宝马X5(进口) 2014款 xDrive35i 典雅型,宝马,哈尔滨,25.20万,83.80万,0.0, 7.10万公里,2014,N/A
大通G10 2014款 2.0T 自动行政版,上汽大通MAXUS,东莞,7.68万,19.98万,0.0, 11.70万公里,2014,N/A
劲客 2017款 1.5L CVT智行版,日产,佛山,4.98万,12.98万,0.0, 7.80万公里,2017,N/A
黑金刚 2009款 2.4L 手动四驱,猎豹汽车,西安,3.18万,17.98万,0.0, 19万公里,2009,N/A
雷凌 2014款 1.6G CVT精英版,丰田,长沙,4.28万,12.48万,0.0, 9万公里,2014,N/A
红旗H5经典 2018款 30TD 智联灵动版,红旗,成都,6.88万,16.18万,0.0, 7.46万公里,2018,N/A
宋MAX 2018款 1.5T 自动智联尊享型 7座,比亚迪,成都,5.58万,11.99万,0.0, 5.21万公里,2018,N/A
宝马X1 2020款 sDrive25Li 领先型,宝马,佛山,16.98万,30.98万,0.0, 5万公里,2020,N/A
亚洲龙 2022款 2.5L 豪华版,丰田,韶关,17.18万,22.68万,0.0, 3.60万公里,2022,N/A
传祺GS8 2019款 390T 两驱豪华智联版 7座,广汽传祺,温州,9.48万,18.58万,0.0, 3.80万公里,2019,N/A
高尔夫(进口) 2011款 2.0TSI R,大众,北京,11.98万,39.48万,0.0, 7万公里,2011,N/A
威朗 2019款 三厢 20T 双离合领先型,别克,东莞,6.28万,16.29万,0.0, 9万公里,2019,N/A
哈弗F7x 2019款 2.0T 两驱极智潮玩版,哈弗,成都,6.88万,13.49万,0.0, 2.10万公里,2019,N/A
奔驰A级AMG(进口) 2020款 AMG A 45 4MATIC+,奔驰,杭州,35.80万,49.98万,0.0, 1.20万公里,2020,N/A
奔驰E级 2019款 改款 E 300 L 运动时尚型,奔驰,惠州,31.50万,46.58万,0.0, 6.90万公里,2019,N/A
奔驰A级 2020款 A 200 L 运动轿车,奔驰,宁波,13.50万,26.48万,0.0, 1.70万公里,2020,N/A
君威 2019款 20T 精英型 国VI,别克,青岛,9.38万,18.28万,0.0, 5万公里,2019,N/A
迈腾 2016款 1.8TSI 智享舒适型,大众,深圳,7.38万,21.28万,0.0, 9.30万公里,2016,N/A
沃尔沃XC60 2021款 T5 四驱智远豪华版,沃尔沃,郑州,24.99万,41.99万,0.0, 1.32万公里,2021,N/A
捷达 2012款 1.6L 前卫纪念版,大众,北京,1.98万,8.88万,0.0, 13万公里,2012,N/A
朗逸 2021款 1.5L 自动舒适版,大众,昆明,7.18万,13.99万,0.0, 3.70万公里,2021,N/A
Cayenne 2016款 Cayenne 3.0T,保时捷,东莞,41.78万,88.80万,0.0, 8.70万公里,2016,N/A
卡罗拉 2021款 1.2T S-CVT精英版,丰田,淄博,7.60万,12.78万,0.0, 5万公里,2021,N/A
风光580 2017款 1.5T CVT舒适型,东风风光,成都,3.28万,9.39万,0.0, 7.60万公里,2017,N/A
宝骏510 2017款 1.5L 自动豪华型,宝骏,成都,3.60万,7.58万,0.0, 4.50万公里,2017,N/A
奔驰GLA 2018款 GLA 200 动感型,奔驰,深圳,12.80万,26.98万,0.0, 4.70万公里,2018,N/A
领动 2019款 1.5L CVT智炫·精英型,现代,威海,6.18万,11.98万,0.0, 6万公里,2019,N/A
奥迪A6(进口) 2018款 3.0T allroad quattro,奥迪,大连,25.90万,54.68万,0.0, 6.50万公里,2018,N/A
君威 2015款 1.6T 时尚技术型,别克,哈尔滨,6.20万,19.99万,0.0, 7.70万公里,2015,N/A
MINI 2018款 1.5T COOPER 艺术家 五门版,MINI,成都,13.20万,25.58万,0.0, 5.90万公里,2018,N/A
菲斯塔 2019款 280TGDi 智速版 国VI,现代,温州,7.88万,14.08万,0.0, 3万公里,2019,N/A
奔驰CLA 2017款 改款 CLA 200 时尚型,奔驰,深圳,12.60万,28.90万,0.0, 8.70万公里,2017,N/A
哈弗H6 2018款 红标 运动版 1.5T 自动两驱尊贵型,哈弗,惠州,5.20万,11.90万,0.0, 5.60万公里,2018,N/A
迈锐宝XL 2016款 1.5T 双离合锐享版,雪佛兰,昆明,6.38万,17.99万,0.0, 6.08万公里,2016,N/A
宝马1系 2020款 120i M运动套装,宝马,贵阳,10.68万,22.38万,0.0, 3.48万公里,2020,N/A
宝马1系 2020款 120i M运动套装,宝马,贵阳,10.68万,22.38万,0.0, 3.48万公里,2020,N/A
凯美瑞 2009款 240G 豪华版,丰田,广州,4.25万,22.68万,0.0, 16万公里,2009,N/A
朗逸 2013款 改款经典 1.6L 自动风尚版,大众,深圳,3.38万,12.49万,0.0, 16.50万公里,2013,N/A
沃尔沃S90 2019款 T5 智逸版,沃尔沃,邯郸,19.20万,40.29万,0.0, 5.70万公里,2019,N/A
揽胜运动版 2014款 3.0 V6 SC HSE DYNAMIC,路虎,深圳,29.80万,109.80万,0.0, 10万公里,2014,N/A
领克03 2019款 改款 1.5TD DCT型版,领克,苏州,6.98万,13.38万,0.0, 4.80万公里,2019,N/A
宝马3系 2018款 318i,宝马,重庆,12.58万,28.68万,0.0, 5.40万公里,2018,N/A
宝马5系 2017款 525Li 领先型,宝马,重庆,16.58万,46.66万,0.0, 11.40万公里,2017,N/A
小鹏G3 2021款 G3i 460G,小鹏汽车,深圳,8.80万,16.89万,0.0, 4.46万公里,2021,N/A
奔驰EQC 2020款 350 4MATIC,奔驰,杭州,15.80万,49.98万,0.0, 4.10万公里,2020,N/A
吉利ICON 2020款 1.5TD 自动 i5,吉利汽车,成都,5.20万,9.98万,0.0, 5.60万公里,2020,N/A
奔驰A级 2019款 A 180 L 运动轿车,奔驰,杭州,12.90万,22.98万,0.0, 7.40万公里,2019,N/A
锐程CC 2021款 蓝鲸版 1.5T DCT精英型,长安,成都,4.70万,9.79万,0.0, 6.50万公里,2021,N/A
MINI 2022款 1.5T COOPER 艺术家,MINI,太原,15.80万,24.48万,0.0, 2万公里,2022,N/A
东风风神E70 2023款 500 智行版 磷酸铁锂,东风风神,深圳,6.98万,14.58万,0.0, 2万公里,2023,N/A
奔驰S级 2014款 S 400 L 尊贵型,奔驰,北京,39.80万,124.80万,0.0, 13万公里,2014,N/A
马自达3 昂克赛拉 2017款 三厢 1.5L 手动豪华型 国V,马自达,温州,5.68万,12.89万,0.0, 7万公里,2017,N/A
奔驰S级 2014款 S 400 L 尊贵型,奔驰,北京,39.80万,124.80万,0.0, 14万公里,2014,N/A
Ghibli 2014款 3.0T 标准版,玛莎拉蒂,北京,28.50万,89.80万,0.0, 9万公里,2014,N/A
骐达TIIDA 2011款 1.6L CVT智能型,日产,东莞,3.98万,12.53万,0.0, 9万公里,2011,N/A
帕萨特 2021款 280TSI 精英版,大众,郑州,10.88万,20.69万,0.0, 4.60万公里,2021,N/A
奔驰EQC 2020款 350 4MATIC,奔驰,杭州,15.99万,49.98万,0.0, 3.60万公里,2020,N/A
宝马i3 2022款 eDrive 35 L,宝马,济南,21.60万,35.39万,0.0, 0.01万公里,2022,N/A
大众ID.3 2022款 极智版,大众,太原,11.70万,19.19万,0.0, 0.84万公里,2022,N/A
AION S 2022款 Plus 70 智驾版 三元锂,埃安,成都,9.98万,17.58万,0.0, 1.97万公里,2022,N/A
宝马5系 2014款 525Li 豪华设计套装,宝马,青岛,13.98万,49.96万,0.0, 13万公里,2014,N/A
卡罗拉 2017款 改款 1.2T S-CVT GL 国V,丰田,成都,5.28万,11.78万,0.0, 8.10万公里,2017,N/A
奥迪Q2L 2018款 35TFSI 时尚致雅型 国V,奥迪,大连,12.50万,23.66万,0.0, 3.30万公里,2018,N/A
探岳 2020款 330TSI 豪华智联版,大众,常州,11.68万,22.09万,0.0, 5万公里,2020,N/A
缤越 2019款 运动款 260T DCT Battle 国V,吉利汽车,东莞,5.79万,11.88万,0.0, 4.40万公里,2019,N/A
奥迪Q3 2019款 35 TFSI 时尚动感型,奥迪,哈尔滨,16.38万,28.68万,0.0, 0.50万公里,2019,N/A
哈弗H6 2017款 红标 运动版 1.5T 自动两驱豪华型,哈弗,东莞,3.88万,11.98万,0.0, 7.80万公里,2017,N/A
昂科威 2021款 532T 两驱豪华型,别克,济南,11.96万,20.99万,0.0, 3万公里,2021,N/A
星瑞 2020款 2.0T 精英型,吉利汽车,苏州,6.48万,11.37万,0.0, 3.10万公里,2020,N/A
途胜 2015款 1.6T 双离合两驱智能型,现代,福州,7.28万,17.99万,0.0, 6万公里,2015,N/A
甲壳虫 2015款 180TSI,大众,东莞,6.99万,19.18万,0.0, 8.70万公里,2015,N/A
雷克萨斯CT 2013款 CT200h 都市版,雷克萨斯,成都,8.80万,26.90万,0.0, 10万公里,2013,N/A
长安CS85 COUPE 2021款 1.5T DCT豪华型,长安,温州,7.98万,12.99万,0.0, 3.10万公里,2021,N/A
宝马5系 2018款 528Li 上市特别版,宝马,宁波,20.20万,44.99万,0.0, 5万公里,2018,N/A
雨燕 2013款 1.5L 自动运动版,铃木,青岛,3.38万,9.18万,0.0, 5万公里,2013,N/A
雨燕 2013款 1.5L 自动运动版,铃木,青岛,3.38万,9.18万,0.0, 5万公里,2013,N/A
翼虎 2013款 1.6L GTDi 两驱舒适型,福特,承德,3.90万,19.38万,0.0, 26万公里,2013,N/A
轩逸 2021款 1.6L XL CVT悦享版,日产,佛山,7.98万,12.99万,0.0, 3.21万公里,2021,N/A
宝马5系 2022款 525Li M运动套装,宝马,惠州,34.78万,42.39万,0.0, 1.80万公里,2022,N/A
红旗HS7 2021款 2.0T 自动两驱智联旗享版,红旗,佛山,15.18万,28.58万,0.0, 4.50万公里,2021,N/A
逸动 2018款 1.6L GDI 自动领尚型 国V,长安,成都,4.45万,9.89万,0.0, 6.92万公里,2018,N/A
MG ONE 2022款 α-数智运动系列 1.5T 进阶版,名爵,济南,7.98万,12.98万,0.0, 1.80万公里,2022,N/A
RAV4荣放 2013款 2.0L CVT两驱都市版,丰田,深圳,6.38万,19.38万,0.0, 13.21万公里,2013,N/A
高尔夫 2017款 230TSI 自动舒适百万辆纪念版,大众,成都,6.35万,15.49万,0.0, 6.50万公里,2017,N/A
帝豪 2016款 三厢 1.5L CVT向上版,吉利汽车,惠州,2.98万,9.08万,0.0, 11.90万公里,2016,N/A
冠道 2017款 240TURBO 两驱尊享版,本田,佛山,11.95万,26.38万,0.0, 8.10万公里,2017,N/A
C-TREK蔚领 2017款 1.6L 自动舒适型,大众,江门,5.68万,13.79万,0.0, 9万公里,2017,N/A
牧马人 2012款 3.6L Sahara 两门版,Jeep,昆明,14.80万,44.99万,0.0, 9.70万公里,2012,N/A
秦PLUS DM-i 2021款 DM-i 55KM 旗舰型,比亚迪,金华,7.38万,12.78万,0.0, 1.80万公里,2021,N/A
奇骏 2014款 2.5L CVT领先版 4WD,日产,广州,5.68万,22.88万,0.0, 21.10万公里,2014,N/A
经典全顺 2009款 2.8T柴油多功能型短轴低顶JX493ZLQ3A,福特,泉州,1.50万,11.99万,0.0, 30万公里,2009,N/A
蒙迪欧 2017款 EcoBoost 180 时尚型,福特,东莞,7.98万,19.28万,0.0, 8.80万公里,2017,N/A
领克03 2020款 03+ 2.0TD 自动驭风版,领克,郑州,10.68万,19.88万,0.0, 3.50万公里,2020,N/A
飞度 2008款 1.5L 自动豪华版,本田,广州,2.88万,11.42万,0.0, 16.50万公里,2008,N/A
奔驰E级(进口) 2019款 E 200 4MATIC 轿跑车,奔驰,泉州,33.80万,54.28万,0.0, 7万公里,2019,N/A
朗逸 2019款 两厢 200TSI DSG舒适版 国VI,大众,太原,8.90万,14.29万,0.0, 0.50万公里,2019,N/A
smart fortwo 2015款 1.0L 52千瓦硬顶激情版,smart,北京,4.80万,12.68万,0.0, 9.50万公里,2015,N/A
Macan 2017款 Macan 2.0T,保时捷,温州,27.58万,55.00万,0.0, 2.70万公里,2017,N/A
天籁 2018款 2.0L XL 智进版,日产,桂林,7.85万,18.68万,0.0, 8万公里,2018,N/A
California T 2015款 3.9T 标准型,法拉利,重庆,116.50万,308.80万,0.0, 6.40万公里,2015,N/A
红旗H5经典 2019款 30TD 型动版,红旗,重庆,7.38万,14.68万,0.0, 5万公里,2019,N/A
风光580 2020款 1.5T 手动豪华型,东风风光,金华,4.98万,9.19万,0.0, 2万公里,2020,N/A
